location,source,target,id,fuzzy,context,translator_comments,developer_comments
,,Investigate exploration activity PC,Investigate_exploration_activity_PC,,,"Investigate exploration activity 41, *PC* 439",
,,Iomedae,Iomedae,,,**Iomedae** (deity) 162,
,,Irori,Irori,,,**Irori** (deity) 162,
,,Irrisen,Irrisen,,,**Irrisen** 154,
,,Isger,Isger,,,**Isger** 153,
,,Isle of Kortos,Isle_of_Kortos,,,"**Isle of Kortos** 143, **146**",
,,Isle of Terror,Isle_of_Terror,,,**Isle of Terror** 148,
,,Issia,Issia,,,**Issia** 147,
,,item,item,,,"**item** An object you carry, hold, or use. Items sometimes grant an item bonus or penalty to certain checks.",
,,activating items,activating_items,,,activating items 220–221,
,,alchemical bombs,alchemical_bombs,,,alchemical bombs 244–245,
,,alchemical elixirs,alchemical_elixirs,,,alchemical elixirs 246–247,
,,alchemical poisons,alchemical_poisons,,,alchemical poisons 248–250,
,,alchemical tools,alchemical_tools,,,alchemical tools 251,
,,ammunition,ammunition,,,ammunition 255–256,
,,apex items,apex_items,,,apex items 270–271,
,,armor PC,armor_PC,,,"armor 228–231, *PC* 271-273",
,,artifacts,artifacts,,,artifacts 300–303,
,,automatic bonus progression variant,automatic_bonus_progression_variant,,,automatic bonus progression variant 83,
,,building items,building_items,,,building items 130–133,
,,buying and selling,buying_and_selling,,,"buying and selling **48–49**, 61",
,,companion items,companion_items,,,companion items 272,
,,crafting items,crafting_items,,,crafting items 223,
,,cursed items,cursed_items,,,cursed items 306–307,
,,gems art objects,gems_art_objects,,,gems & art objects 298–299,
,,held items,held_items,,,held items 273–277,
,,intelligent items,intelligent_items,,,intelligent items 304–305,
,,investing items,investing_items,,,investing items 219,
,,item rules,item_rules,,,item rules 219–223,
,,item tables,item_tables,,,item tables 320–326,
,,materials,materials,,,materials 252–254,
,,oils,oils,,,oils 257–258,
,,potions,potions,,,potions 259–261,
,,reading items,reading_items,,,reading items 221–223,
,,relics,relics,,,relics 308–319,
,,runes armor shields weapons,runes_armor_shields_weapons,,,"runes **224**, 226–227 (armor), 232 (shields), 236–239 (weapons)",
,,scrolls,scrolls,,,scrolls 262,
,,shields PC,shields_PC,,,"shields 233–235, *PC* 274",
,,staves,staves,,,staves 278–281,
,,talismans,talismans,,,talismans 263–267,
,,wands,wands,,,wands 282–283,
,,weapons PC,weapons_PC,,,"weapons 240–243, *PC* 275-286",
,,wondrous consumables,wondrous_consumables,,,wondrous consumables 268–269,
,,worn items,worn_items,,,worn items 284–297,
,,Jalmeray,Jalmeray,,,**Jalmeray** 151,
,,Kalistrade,Kalistrade,,,**Kalistrade** 155,
,,Karzoug,Karzoug,,,**Karzoug** 154,
,,Katapesh,Katapesh,,,**Katapesh** 149,
,,Kelesh,Kelesh,,,"**Kelesh** 144, 149",
,,Kellid,Kellid,,,"**Kellid** 147, 154",
,,kholo,kholo,,,**kholo** 158,
,,Kibwe,Kibwe,,,**Kibwe** 152,
,,Knights of Lastwall,Knights_of_Lastwall,,,**Knights of Lastwall**(faction) 165,
,,kobold,kobold,,,**kobold** 158,
,,Kortos,Kortos,,,"**Kortos** 143, 146",
,,Kyonin,Kyonin,,,**Kyonin** 155,
,,Lake Encarthan,Lake_Encarthan,,,"**Lake Encarthan** 148, 155",
,,Lamashtu,Lamashtu,,,**Lamashtu** (deity) 162,
,,Lands of the Linnorm Kings,Lands_of_the_Linnorm_Kings,,,**Lands of the Linnorm Kings** 154,
,,"languages, regional",languages__regional,,,"**languages, regional** 159",
,,Large,Large,,,**Large** (size) A Large creature takes up a 10-foot-by-10-foot space (4 squares on the grid). It typically has a reach of 10 feet if the creature is tall or 5 feet if the creature is long.,
,,Lastwall,Lastwall,,,"**Lastwall** 148, 165",
,,leadership,leadership,,,**leadership** (subsystem) A long-term subsystem wherein one or more *PC*s establish a fledgling organization and accumulate followers over time. 204–205,
,,Learn a Spell DCs,Learn_a_Spell_DCs,,,**Learn a Spell DCs** 54,
,,leshy,leshy,,,**leshy** 158,
,,level,level,,,"**level** A number that measures something’s overall power. A character has a level from 1st to 20th, and other aspects of the game also have levels.",
,,advancement speeds,advancement_speeds,,,advancement speeds 57,
,,level characters variant,level_characters_variant,,,level 0 characters variant 84–85,
,,leveling up PC,leveling_up_PC,,,"leveling up 56–57, *PC* **29**",
,,non combat level,non_combat_level,,,non-combat level 31,
,,story based leveling,story_based_leveling,,,story-based leveling 57,
,,light,light,,,"**light** (trait) Light effects overcome non-magical darkness in the area, and can counteract magical darkness. You must usually target darkness magic with your light magic directly to counteract the darkness, but some light spells automatically attempt to counteract darkness.",
,,lines and veils,lines_and_veils,,,**lines and veils** 7,
,,Lion Blades,Lion_Blades,,,**Lion Blades** (faction) 165,
,,Lirgen,Lirgen,,,**Lirgen** 152,
,,lizardfolk,lizardfolk,,,**lizardfolk** 158,
,,Lore DCs and scope,Lore_DCs_and_scope,,,**Lore DCs and scope** 54,
,,low,low,,,**low** (encounter threat) 75,
,,low gravity,low_gravity,,,**low gravity** (trait) 172,
,,Maelstrom,Maelstrom,,,**Maelstrom** (plane) 180,
,,Magaambya,Magaambya,,,**Magaambya** (faction) 165,
,,magical,magical,,,**magical** (trait) 221,
,,magical,magical,,,**magical** (vehicle propulsion trait) 211,
,,Mana Wastes,Mana_Wastes,,,**Mana Wastes** 151,
,,manipulate,manipulate,,,**manipulate** (trait) You must physically manipulate an item or make gestures to use an action with this trait. Creatures without a suitable appendage can’t perform actions with this trait. Manipulate actions often trigger reactions.,
,,maps and miniatures,maps_and_miniatures,,,"**maps and miniatures** 25, **28**, 30",
,,materials,materials,,,**materials** 252–254,
,,mechanical,mechanical,,,"**mechanical** (trait) A hazard with this trait is a constructed physical object. **98-99**, 101-108",
,,Mediogalti Island,Mediogalti_Island,,,**Mediogalti Island** 150,
,,Medium,Medium,,,**Medium** (size) A Medium creature takes up a 5-foot-by-5-foot space (1 square on the grid) and typically has a reach of 5 feet.,
,,Mendev,Mendev,,,**Mendev** 147,
,,mental,mental,,,**mental** (damage type) *PC* 409,
,,mental,mental,,,**mental** (trait) A mental effect can alter the target’s mind. It has no effect on an object or a mindless creature.,
,,metagaming,metagaming,,,**metagaming** 13,
,,metal,metal,,,**metal** (trait) Effects with the metal trait conjure or manipulate metal. Those that manipulate metal have no effect in an area without metal. Creatures with this trait consist primarily of metal or have a connection to magical metal. 173,
,,metamorphic,metamorphic,,,**metamorphic** (trait) 173,
,,metropolis,metropolis,,,**metropolis** (trait) 170,
,,microgravity,microgravity,,,**microgravity** (trait) 172,
,,mindless,mindless,,,"**mindless** (trait) A mindless creature has either programmed or rudimentary mental attributes. Most, if not all, of their mental attribute modifiers are –5. They’re immune to all mental effects.",
,,miniatures and maps,miniatures_and_maps,,,"**miniatures and maps** 25, **28**, 30",
,,minimum proficiency,minimum_proficiency,,,**minimum proficiency** 53,
,,misfortune,misfortune,,,"**misfortune** (trait) A misfortune effect detrimentally alters how you roll your dice. You can never have more than one misfortune effect alter a single roll. If multiple misfortune effects would apply, the GM decides which is worse and applies it. If a fortune effect and a misfortune effect would apply to the same roll, the two cancel each other out, and you roll normally. *PC* 401",
,,moderate,moderate,,,**moderate** (encounter threat) 75,
,,Molthune,Molthune,,,**Molthune** 148,
,,monitor,monitor,,,"**monitor** (trait) Creatures that hail from or have a strong connection to Axis, the Boneyard, or the Maelstrom are called monitors. Monitors can survive the basic environmental effects of planes in the Outer Sphere.",
,,months and days,months_and_days,,,**months and days** 145,
,,Mordant Spire,Mordant_Spire,,,**Mordant Spire** 150,
,,morph,morph,,,"**morph** (trait) Effects that slightly alter a creature’s form have the morph trait. Any Strikes specifically granted by a morph effect are magical. You can be affected by multiple morph spells at once, but if you morph the same body part more than once, the second morph effect attempts to counteract the first (in the same manner as two polymorph effects, described in that trait).",
,,Your morph effects might,Your_morph_effects_might,,,Your morph effects might also end if you’re polymorphed and the polymorph effect invalidates or overrides your morph effect. The GM determines which morph effects can be used together and which can’t.,
,,mounted combat,mounted_combat,,,**mounted combat** 29–30,
,,move,move,,,**move** (trait) An action with this trait involves moving from one space to another.,
,,mutagen,mutagen,,,**mutagen** Player Core 2,
,,Mwangi Expanse,Mwangi_Expanse,,,**Mwangi Expanse** 152,
,,Mzali,Mzali,,,**Mzali** 152,
,,Nantambu,Nantambu,,,**Nantambu** 152,
,,narrative collaboration,narrative_collaboration,,,"**narrative collaboration** 8, **19–20**",
,,nation statistics,nation_statistics,,,**nation statistics** 167,
,,natural disaster,natural_disaster,,,**natural disaster** 95–97,
,,Netherworld,Netherworld,,,**Netherworld** (plane) 178,
,,Nethys,Nethys,,,"**Nethys** (deity) 149, 162",
,,New Thassilon,New_Thassilon,,,**New Thassilon** 154,
,,Nex,Nex,,,**Nex** 151,
,,Nidal,Nidal,,,**Nidal** 153,
,,Night Heralds,Night_Heralds,,,**Night Heralds** (faction) 165,
,,Nirmathas,Nirmathas,,,**Nirmathas** 148,
,,Nirvana,Nirvana,,,**Nirvana** (plane) 180–181,
,,noisy,noisy,,,**noisy** (armor trait) *PC* 272,
,,non-combat level,non_combat_level,,,**non-combat level** 31,
,,nonlethal,nonlethal,,,**nonlethal** (trait) An effect or weapon with this trait is nonlethal. Damage from a nonlethal effect or weapon knocks a creature out rather than killing it. You can use a nonlethal weapon to make a lethal attack with a –2 circumstance penalty.,
,,nonplayer character (NPC),nonplayer_character__NPC,,,"**nonplayer character (NPC)** A character controlled by the GM. 13–14, 128–129",
,,Norgorber,Norgorber,,,**Norgorber** (deity) 162,
,,NPC (nonplayer character),NPC__nonplayer_character,,,**NPC (nonplayer character)** A character controlled by the GM. building NPCs 128–129 roleplaying NPCs 13–14,
,,Numeria,Numeria,,,**Numeria** 147,
,,Obari Ocean,Obari_Ocean,,,**Obari Ocean** 151,
,,occult,occult,,,"**occult** (trait) This magic comes from the occult tradition, calling upon bizarre and ephemeral mysteries. Anything with this trait is magical.",
,,oil,oil,,,"**oil** (trait) **257**, 257–258 (items)",
,,Old Cheliax,Old_Cheliax,,,**Old Cheliax** 153,
,,Old-Mage Jatembe,Old_Mage_Jatembe,,,**Old-Mage Jatembe** 152,
,,ooze,ooze,,,**ooze** (trait) Oozes are creatures with simple anatomies. They tend to have low mental attribute modifiers and immunity to mental effects and precision damage.,
,,Oprak,Oprak,,,**Oprak** 148,
,,orc,orc,,,**orc** 159,
,,orichalcum,orichalcum,,,"**orichalcum** (material) 228–229, 233–234, 240, **254**",
,,Osirion,Osirion,,,**Osirion** 149,
,,Otari,Otari,,,**Otari** (settlement) 171,
,,Outer Rifts,Outer_Rifts,,,**Outer Rifts** (plane) 181,
,,Pactmasters,Pactmasters,,,**Pactmasters** 149,
,,Padishah Empire of Kelesh,Padishah_Empire_of_Kelesh,,,"**Padishah Empire of Kelesh** 144, 149",
,,party order,party_order,,,**party order** 42,
,,Pathfinder Society,Pathfinder_Society,,,**Pathfinder Society** (faction) 165,
,,Pathfinder Society,Pathfinder_Society,,,**Pathfinder Society** running games for the organized play,
,,program,program,,,"program 8, 20",
,,organized play,organized_play,,,organized play 8–9,
,,Performance DCs,Performance_DCs,,,**Performance DCs** 55,
,,Pharasma,Pharasma,,,**Pharasma** (deity) 162,
,,physical,physical,,,"**physical** (damage type) A grouping of bludgeoning, piercing, and slashing damage. *PC* 409",
,,piercing,piercing,,,**piercing** (damage type) A type of physical damage. *PC* 409,
,,Pillar-Watchers,Pillar_Watchers,,,**Pillar-Watchers** 152,
,,planar scion,planar_scion,,,**planar scion** 159,
,,plane,plane,,,"**plane** A vast or infinite realm that embodies some foundational aspect of reality, existing beyond and in addition to the physical Universe. 172–181",
,,planar traits,planar_traits,,,planar traits 172–173,
,,Plane of Air,Plane_of_Air,,,**Plane of Air** (plane) 175,
,,Plane of Earth,Plane_of_Earth,,,**Plane of Earth** (plane) 175–176,
,,Plane of Fire,Plane_of_Fire,,,**Plane of Fire** (plane) 176,
,,Plane of Metal,Plane_of_Metal,,,**Plane of Metal** (plane) 176,
,,Plane of Water,Plane_of_Water,,,**Plane of Water** (plane) 176,
,,Plane of Wood,Plane_of_Wood,,,**Plane of Wood** (plane) 176–177,
,,planets,planets,,,**planets** 145,
,,plant,plant,,,**plant** (trait) Vegetable creatures have the plant trait. They’re distinct from normal plants. Magical effects with this trait manipulate or conjure plants or plant matter in some way. Effects that manipulate plants have no effect in an area with no plants.,
,,poison,poison,,,**poison** (damage type) *PC* 409,
,,poison,poison,,,"**poison** (trait) **248**, 248–250 (items)",
,,polymorph,polymorph,,,**polymorph** (trait) *PC* 301,
,,Port Peril,Port_Peril,,,**Port Peril** (settlement) 171,
,,potion,potion,,,**potion** (magic item) 259–261,
,,precious,precious,,,**precious** (trait) Valuable materials with special properties have the precious trait. They can be substituted for base materials when you Craft items. 252–253,
,,precipitation,precipitation,,,**precipitation** (climate) 95,
,,precision,precision,,,"**precision** (damage type) A type of damage that increases the attack’s listed damage, using the same damage type, rather than adding a separate amount. *PC* 409",
,,preparations,preparations,,,**preparations** 35,
,,primal,primal,,,"**primal** (trait) This magic comes from the primal tradition, connecting to the natural world and instinct. Anything with this trait is magical.",
,,proficiency,proficiency,,,"**proficiency** A measure of a character’s aptitude at a specific task or quality, with five ranks: untrained, trained, expert, master, and legendary. Proficiency gives a proficiency bonus. Being untrained adds a +0 bonus. Being trained, expert, master, or legendary adds your level plus 2, 4, 6, or 8, respectively. *PC* 11, 400",
,,minimum proficiency for checks,minimum_proficiency_for_checks,,,minimum proficiency for checks 53,
,,proficiency without level variant,proficiency_without_level_variant,,,proficiency without level variant 85,
,,Promise,Promise,,,**Promise** 150,
,,protean,protean,,,"**protean** (trait) A family of monitors spawned within the Maelstrom, these creatures are guardians of disorder. They typically have darkvision, an amorphous anatomy.",
,,psychopomp,psychopomp,,,"**psychopomp** (trait) A family of monitors spawned within the Boneyard to convey souls to the Outer Planes, most psychopomps are true neutral. They typically have darkvision, lifesense, and spirit touch, and they’re immune to death effects.",
,,pulled,pulled,,,**pulled** (vehicle propulsion trait) 211,
,,Quest for Sky,Quest_for_Sky,,,"**Quest for Sky** 143, 148",
,,Rahadoum,Rahadoum,,,"**Rahadoum** 149, **167**",
,,rain,rain,,,**rain** (climate) 95,
,,rare,rare,,,**rare** (rarity),
,,rarity,rarity,,,"**rarity** How often something is encountered in the game world. The rarities are common, uncommon, rare, and unique. Anything that doesn’t list a rarity is common. 22–23",
,,access,access,,,access 23,
,,ratfolk,ratfolk,,,**ratfolk** 159,
,,Ravounel,Ravounel,,,**Ravounel** 153,
,,Razmir,Razmir,,,**Razmir** 147,
,,Razmiran,Razmiran,,,**Razmiran** 147,
,,reach,reach,,,**reach** (weapon trait) *PC* 283,
,,Realms of the Mammoth Lords,Realms_of_the_Mammoth_Lords,,,**Realms of the Mammoth Lords** 154,
,,Recall Knowledge DCs,Recall_Knowledge_DCs,,,**Recall Knowledge DCs** 54–55,
,,reckless,reckless,,,**reckless** (trait) 212,
,,Red Mantis,Red_Mantis,,,"**Red Mantis** (faction) 150, **165**",
,,religion,religion,,,"**religion** 139–140, **161–163**",
,,reputation,reputation,,,**reputation** (subsystem) A mid- to long-term subsystem wherein the *PC*s accumulate or lose Reputation Points with a particular group of people. 200–201,
,,research,research,,,**research** (subsystem) A short-term subsystem used when the party needs to discover information within a time limit or other restrictions. 190–191,
,,resolving problems,resolving_problems,,,**resolving problems** 17–19,
,,resting,resting,,,"**resting** 42–43, *PC* 439",
,,long term rest,long_term_rest,,,long-term rest 50,
,,retraining,retraining,,,"**retraining** 50–51, *PC* 440–441",
,,revelation,revelation,,,**revelation** (trait) Effects with this trait see things as they truly are.,
,,rewards,rewards,,,**rewards** 56–61,
,,experience points XP,experience_points_XP,,,experience points (XP) 56–57,
,,Hero Points,Hero_Points,,,Hero Points 57–58,
,,treasure,treasure,,,treasure 58–61,
,,River Kingdoms,River_Kingdoms,,,**River Kingdoms** 147,
,,Rostland,Rostland,,,**Rostland** 147,
,,routine,routine,,,**routine** (hazards) 98,
,,Rovagug,Rovagug,,,**Rovagug** (deity) 162–163,
,,rowed,rowed,,,**rowed** (vehicle propulsion trait) 211,
,,rune,rune,,,**rune** (magic item) 224–225,
,,armor runes,armor_runes,,,armor runes 226–227,
,,shield rune,shield_rune,,,shield rune 232,
,,weapon runes,weapon_runes,,,weapon runes 236–239,
,,runelord,runelord,,,**runelord** 154,
,,Ruthazek the Gorilla King,Ruthazek_the_Gorilla_King,,,**Ruthazek the Gorilla King** 152,
,,Saga Lands,Saga_Lands,,,**Saga Lands** 154,
,,sandbox games,sandbox_games,,,"**sandbox games** 60, 71",
,,sandstorm,sandstorm,,,**sandstorm** (natural disaster) 96,
,,Sarenrae,Sarenrae,,,**Sarenrae** (deity) 163,
,,Sargava,Sargava,,,"**Sargava** 152, 153",
,,Sarkoris,Sarkoris,,,**Sarkoris** 147,
,,Sarusan,Sarusan,,,**Sarusan** 145,
,,scroll,scroll,,,**scroll** (trait) 262 (trait and items),
,,scrying,scrying,,,"**scrying** (trait) A scrying effect lets you see, hear, or otherwise get sensory information from a distance using a sensor or apparatus, rather than your own eyes and ears.",
,,Sczarni,Sczarni,,,**Sczarni** (faction) 165,
,,Search,Search,,,"**Search** (exploration activity) 41–42, *PC* 439",
,,secret trait The GM,secret_trait_The_GM,,,secret (trait) The GM rolls the check for this ability in secret. *PC* 405,
,,seed relic seed,seed_relic_seed,,,**seed relic seed** 309,
,,Senghor,Senghor,,,**Senghor** 152,
,,Sense Direction DCs,Sense_Direction_DCs,,,**Sense Direction DCs** 54–55,
,,sentient,sentient,,,**sentient** (trait) 173,
,,serpentfolk,serpentfolk,,,**serpentfolk** 160,
,,session,session,,,**session** A Pathfinder game session usually lasts a few hours. 9,
,,off session gaming,off_session_gaming,,,off-session gaming 14,
,,planning a session,planning_a_session,,,planning a session 9–10,
,,running a session,running_a_session,,,running a session 10–13,
,,session zero,session_zero,,,session zero 9,
,,setting,setting,,,**setting**,
,,Age of Lost Omens,Age_of_Lost_Omens,,,Age of Lost Omens setting 142–181,
,,building your own setting,building_your_own_setting,,,building your own setting 134–141,
,,settlements,settlements,,,**settlements** 168–171,
,,severe,severe,,,**severe** (encounter threat) 75,
,,Shackles,Shackles,,,**Shackles** 150,
,,shade,shade,,,**shade** (trait) Shades are mortal souls who have been judged and then transformed into creatures native to other planes. Petitioners can survive the basic environmental effects of their home plane.,
,,shadow,shadow,,,**shadow** (trait) 173,
,,Shelyn,Shelyn,,,**Shelyn** (deity) 163,
,,shield,shield,,,"**shield** (magic item) 232–235, *PC* 274",
,,Shining Crusade,Shining_Crusade,,,**Shining Crusade** 148,
,,Shining Kingdoms,Shining_Kingdoms,,,**Shining Kingdoms** 155,
,,Shory,Shory,,,**Shory** 152,
,,silver,silver,,,"**silver** (material) 229, 234, 240, **254**",
,,Silver Ravens,Silver_Ravens,,,**Silver Ravens** 153,
,,simple DCs,simple_DCs,,,**simple DCs** 52–53,
,,slashing,slashing,,,**slashing** (damage type) A type of physical damage. *PC* 409,
,,sleep,sleep,,,**sleep** (trait) This effect can cause a creature to fall asleep or get drowsy.,
,,Small,Small,,,**Small** (size) A Small creature takes up a 5-foot-by-5-foot space (1 square on the grid) and typically has a reach of 5 feet.,
,,snow,snow,,,**snow** (climate) 95,
,,social encounters,social_encounters,,,"**social encounters** 31–32, 80, 81",
,,social skill DCs,social_skill_DCs,,,**social skill DCs** 55,
,,Sodden Lands,Sodden_Lands,,,**Sodden Lands** 152,
,,sonic,sonic,,,**sonic** (damage type) *PC* 409,
,,sonic,sonic,,,"**sonic** (trait) An effect with the sonic trait functions only if it makes sound, meaning it has no effect in an area of silence or in a vacuum. This is different from an auditory spell, which is effective only if the target can hear it. A sonic effect might deal sonic damage.",
,,special battles,special_battles,,,"**special battles** mounted, aerial, and aquatic combat 29–31, *PC* 437",
,,spellshape,spellshape,,,"**spellshape** (trait) Actions with the spellshape trait tweak the properties of your spells. You must use a spellshape action directly before casting the spell you want to alter. If you use any action (including free actions and reactions) other than casting a spell directly after, you waste the benefits of the spellshape action. Any additional effects added by a spellshape action are part of the spell’s effect, not of the spellshape action itself.",
,,spirit,spirit,,,**spirit** (damage type) *PC* 409,
,,spirit,spirit,,,**spirit** (trait) Spirits are ephemeral creatures defined by their spiritual essence. They often lack a material form.,
,,splash,splash,,,**splash** (trait) 244,
,,staff,staff,,,"**staff** (trait) **278**, 278–281 (items)",
,,Starstone,Starstone,,,"**Starstone** 143, 146",
,,Starstone Isle,Starstone_Isle,,,"**Starstone Isle** 143, **146**",
,,starvation and thirst,starvation_and_thirst,,,**starvation and thirst** 43,
,,static,static,,,**static** (trait) 173,
,,strange gravity,strange_gravity,,,**strange gravity** (trait) 172,
,,structure,structure,,,**structure** (trait) 274,
,,subjective gravity,subjective_gravity,,,**subjective gravity** (trait) 172,
,,Subsist DCs,Subsist_DCs,,,**Subsist DCs** 55,
,,subsystems,subsystems,,,**subsystems** 183–217,
,,subtle,subtle,,,**subtle** (trait) A spell with the subtle trait can be cast without incantations and doesn’t have obvious manifestations.,
,,sun orchid elixir,sun_orchid_elixir,,,**sun orchid elixir** 149,
,,surprise attacks,surprise_attacks,,,"**surprise attacks** 38, 43",
,,swarm,swarm,,,"**swarm** (trait) A swarm is a mass or cloud of creatures that functions as one monster. Its size entry gives the size of the entire mass, though for most swarms, the individual creatures that make up that mass are Tiny. A swarm can occupy the same space as other creatures and must do so in order to use its damaging action. A swarm typically has weakness to effects that deal damage over an area (like area spells and splash weapons). Swarms are immune to the grappled, prone, and restrained conditions.",
,,sweep,sweep,,,**sweep** (weapon trait) *PC* 283,
,,Taldor,Taldor,,,**Taldor** 155,
,,talisman,talisman,,,"**talisman** (trait) **263**, 263–267 (items)",
,,Tanglebriar,Tanglebriar,,,**Tanglebriar** 155,
,,Tar-Baphon,Tar_Baphon,,,"**Tar-Baphon** (Whispering Tyrant) 148, 153, 155, 163",
,,teleportation,teleportation,,,**teleportation** (trait) Teleportation effects allow you to instantaneously move from one point in space to another. Teleportation doesn’t usually trigger reactions based on movement.,
,,temperature,temperature,,,**temperature** (climate) 95,
,,tengu,tengu,,,**tengu** 159,
,,Thassilon,Thassilon,,,**Thassilon** 154,
,,thirst and starvation,thirst_and_starvation,,,**thirst and starvation** 43,
,,Thrune,Thrune,,,"**Thrune** 153, 155",
,,Thuvia,Thuvia,,,**Thuvia** 149,
,,Tian Xia,Tian_Xia,,,**Tian Xia** 145,
,,time,time,,,"**time** (trait) Time creatures are natives of the Dimension of Time. They don’t age, and while some might be driven by supernatural hungers, they don’t need to eat or drink to survive. They can survive the basic environmental effects of the Dimension of Time.",
,,time,time,,,**time** measuring time on Golarion 145,
,,timeless,timeless,,,**timeless** (trait) 172–173,
,,Tiny,Tiny,,,"**Tiny** (size) A creature of this size takes up less than a 5-foot-by-5-foot space (1 square on the grid), and multiple Tiny creatures can occupy the same square on the grid. At least four Tiny creatures can occupy the same square, and even more can occupy the same square, at the GM’s discretion. They can also occupy the same space as larger creatures, and if their reach is 0 feet, they must do so in order to attack.",
,,tool,tool,,,**tool** (alchemical item) 251,
,,Torag,Torag,,,**Torag** (deity) 163,
,,tornado,tornado,,,**tornado** (natural disaster) 96,
,,total party kill (TPK),total_party_kill__TPK,,,**total party kill (TPK)** 33,
,,town,town,,,**town** (trait) 170,
,,TPK (total party kill),TPK__total_party_kill,,,**TPK (total party kill)** 33,
,,Track DCs,Track_DCs,,,**Track DCs** 55,
,,Train an Animal DCs,Train_an_Animal_DCs,,,**Train an Animal DCs** 55,
,,trap,trap,,,**trap** (trait) A hazard or item with this trait is constructed to hinder interlopers. 100–108,
,,travel,travel,,,**travel** 36–37,
,,treasure,treasure,,,**treasure**,
,,awarding treasure,awarding_treasure,,,awarding treasure 58–61,
,,for new characters,for_new_characters,,,for new characters 61,
,,treasure by encounter,treasure_by_encounter,,,treasure by encounter 81,
,,treasure table,treasure_table,,,treasure table 320–326,
,,Treerazer,Treerazer,,,**Treerazer** 155,
,,trivial,trivial,,,**trivial** (encounter threat) 75,
,,tsunami,tsunami,,,**tsunami** (natural disaster) 96,
,,two-hand,two_hand,,,**two-hand** (weapon trait) *PC* 283,
,,unbounded,unbounded,,,**unbounded** (trait) 172,
,,uncommon,uncommon,,,**uncommon** (rarity),
,,undead,undead,,,"**undead** (trait) Once living, these creatures were infused after death with void energy and soul-corrupting unholy magic. When reduced to 0 Hit Points, an undead creature is destroyed. Undead creatures are damaged by vitality energy and are healed by void energy and don’t benefit from healing vitality effects.",
,,underwater combat,underwater_combat,,,**underwater combat** *See also* aquatic combat 30–31,
,,unholy,unholy,,,"**unholy** (trait) Effects with the unholy trait are tied to powerful magical forces of cruelty and sin. They often have stronger effects on holy creatures. Creatures with this trait are strongly devoted to unholy causes, and often have weakness to holy. If a creature with weakness to unholy uses an unholy item or effect, it takes damage from its weakness.",
,,unique,unique,,,**unique** (rarity),
,,Universe,Universe,,,"**Universe** (plane) 145, **174–175**",
,,Urgathoa,Urgathoa,,,**Urgathoa** (deity) 163,
,,Usaro,Usaro,,,**Usaro** 152,
,,Ustalav,Ustalav,,,**Ustalav** 148,
,,variant rules,variant_rules,,,**variant rules** 82–85,
,,Varisia,Varisia,,,**Varisia** 154,
,,vehicles,vehicles,,,"**vehicles** (subsystem) Vehicles are various means of transportation, often with specific purposes, that come into play during encounters and exploration. 210–217",
,,Victory Points (VP),Victory_Points__VP,,,**Victory Points (VP)** (subsystem) A flexible point-based subsystem for tracking progress toward a goal. 184–186,
,,Vidrian,Vidrian,,,**Vidrian** 152,
,,village,village,,,**village** (trait) 170,
,,virulent,virulent,,,**virulent** (trait) Afflictions with the virulent trait are harder to remove. You must succeed at two consecutive saves to reduce a virulent affliction’s stage by 1. A critical success reduces a virulent affliction’s stage by only 1 instead of by 2.,
,,visual,visual,,,"**visual** (trait) A visual effect can affect only creatures that can see it. This applies only to visible parts of the effect, as determined by the GM.",
,,vitality,vitality,,,"**vitality** (damage type) Energy damage drawn from Creation’s Forge, which damages only creatures with void healing (such as undead). *PC* 409",
,,vitality,vitality,,,**vitality** (trait) 173,
,,void,void,,,"**void** (damage type) Energy damage drawn from the Void, which damages only living creatures. *PC* 409",
,,Void,Void,,,**Void** (plane) 175,
,,void,void,,,**void** (trait) 173,
,,volcanic eruption,volcanic_eruption,,,**volcanic eruption** (natural disaster) 97,
,,Vudra,Vudra,,,**Vudra** 144,
,,Walkena,Walkena,,,**Walkena** 152,
,,"walls, doors, and gates",walls__doors__and_gates,,,"**walls, doors, and gates** 92–94",
,,wand,wand,,,**wand** (magic item) 282–283,
,,watches,watches,,,**watches** 43,
,,water,water,,,**water** (trait) Effects with the water trait either manipulate or conjure water. Those that manipulate water have no effect in an area without water. Creatures with this trait consist primarily of water or have a connection to magical water. 173,
,,wealth,wealth,,,**wealth** character wealth 61,
,,weapon,weapon,,,"**weapon** (magic item) 236–243, *PC* 275–286",
,,weather,weather,,,**weather** 95–97,
,,welcoming environment,welcoming_environment,,,**welcoming environment** 6–8,
,,werecreature,werecreature,,,"**werecreature** (trait) These shapechanging creatures either are naturally able to shift between animal, humanoid, and hybrid forms or are afflicted with a curse that forces them to shift involuntarily.",
,,Westcrown,Westcrown,,,**Westcrown** 153,
,,Whispering Tyrant,Whispering_Tyrant,,,"**Whispering Tyrant** (Tar-Baphon) 148, 153, 155, 163",
,,Whispering Way,Whispering_Way,,,**Whispering Way** 163,
,,wildfire,wildfire,,,**wildfire** (natural disaster) 97,
,,wind,wind,,,**wind** (climate) 95,
,,wind,wind,,,**wind** (vehicle propulsion trait) 211,
,,wondrous consumable,wondrous_consumable,,,**wondrous consumable** (magic item) 268–269,
,,wood,wood,,,**wood** (trait) Effects with the wood trait conjure or manipulate wood. Those that manipulate wood have no effect in an area without wood. Creatures with this trait consist primarily of wood or have a connection to magical wood. 173,
